1,0.206969,1,1,3,3,46325,24,-12055,72,11095,0.001464844,-0.735778809,0.004394531,0.677185059,0,67,0,3,24,0,233,208,72,0,87,43,180,245
1,0.206969,2,1,3,3,46325,24,-12055,72,11095,0.001464844,-0.735778809,0.004394531,0.677185059,0,67,0,3,24,0,233,208,72,0,87,43,180,245
1,0.206969,3,2,3,1,21911,8945,7334,7332,8994,0.545959473,0.447631836,0.447509766,0.548950195,0,131,0,1,241,34,166,28,164,28,34,35,85,151
2,0.302973,1,3,3,2,38511,9059,7247,-9002,7268,0.552917480,0.442321777,-0.549438477,0.443603516,0,195,0,2,99,35,79,28,214,220,100,28,150,111
2,0.302973,2,1,3,3,51362,23,-12055,72,11095,0.001403809,-0.735778809,0.004394531,0.677185059,0,67,0,3,23,0,233,208,72,0,87,43,200,162
2,0.302973,3,2,3,1,62471,8945,7334,7331,8994,0.545959473,0.447631836,0.447448730,0.548950195,0,131,0,1,241,34,166,28,163,28,34,35,244,7
3,0.318916,1,3,3,2,38511,9059,7247,-9002,7268,0.552917480,0.442321777,-0.549438477,0.443603516,0,195,0,2,99,35,79,28,214,220,100,28,150,111
3,0.318916,2,1,3,3,26779,23,-12055,72,11096,0.001403809,-0.735778809,0.004394531,0.677246094,0,67,0,3,23,0,233,208,72,0,88,43,104,155
3,0.318916,3,2,3,1,13711,8945,7335,7331,8994,0.545959473,0.447692871,0.447448730,0.548950195,0,131,0,1,241,34,167,28,163,28,34,35,53,143
4,0.446947,1,3,3,3,28002,9057,7247,-9003,7268,0.552795410,0.442321777,-0.549499512,0.443603516,0,195,0,3,97,35,79,28,213,220,100,28,109,98
4,0.446947,2,1,3,2,22642,23,-12055,72,11095,0.001403809,-0.735778809,0.004394531,0.677185059,0,67,0,2,23,0,233,208,72,0,87,43,88,114
4,0.446947,3,2,3,2,33450,8945,7335,7330,8994,0.545959473,0.447692871,0.447387695,0.548950195,0,131,0,2,241,34,167,28,162,28,34,35,130,170
5,0.558968,1,3,3,1,19095,9057,7247,-9004,7268,0.552795410,0.442321777,-0.549560547,0.443603516,0,195,0,1,97,35,79,28,212,220,100,28,74,151
5,0.558968,2,1,3,2,27938,23,-12056,72,11094,0.001403809,-0.735839844,0.004394531,0.677124023,0,67,0,2,23,0,232,208,72,0,86,43,109,34
5,0.558968,3,2,3,1,13711,8945,7335,7331,8994,0.545959473,0.447692871,0.447448730,0.548950195,0,131,0,1,241,34,167,28,163,28,34,35,53,143
6,0.622940,1,3,3,1,19095,9057,7247,-9004,7268,0.552795410,0.442321777,-0.549560547,0.443603516,0,195,0,1,97,35,79,28,212,220,100,28,74,151
6,0.622940,2,1,3,2,27938,23,-12056,72,11094,0.001403809,-0.735839844,0.004394531,0.677124023,0,67,0,2,23,0,232,208,72,0,86,43,109,34
6,0.622940,3,2,3,3,59586,8945,7334,7331,8994,0.545959473,0.447631836,0.447448730,0.548950195,0,131,0,3,241,34,166,28,163,28,34,35,232,194
7,0.686973,1,3,3,1,30816,9057,7248,-9004,7267,0.552795410,0.442382812,-0.549560547,0.443542480,0,195,0,1,97,35,80,28,212,220,99,28,120,96
7,0.686973,2,1,3,2,41674,23,-12056,73,11095,0.001403809,-0.735839844,0.004455566,0.677185059,0,67,0,2,23,0,232,208,73,0,87,43,162,202
7,0.686973,3,2,3,1,21911,8945,7334,7332,8994,0.545959473,0.447631836,0.447509766,0.548950195,0,131,0,1,241,34,166,28,164,28,34,35,85,151
8,0.750941,1,3,3,3,25765,9057,7248,-9004,7267,0.552795410,0.442382812,-0.549560547,0.443542480,0,195,0,3,97,35,80,28,212,220,99,28,100,165
8,0.750941,2,1,3,2,25410,23,-12055,73,11095,0.001403809,-0.735778809,0.004455566,0.677185059,0,67,0,2,23,0,233,208,73,0,87,43,99,66
8,0.750941,3,2,3,2,63887,8945,7334,7332,8993,0.545959473,0.447631836,0.447509766,0.548889160,0,131,0,2,241,34,166,28,164,28,33,35,249,143
9,0.814939,1,3,3,3,25765,9057,7248,-9004,7267,0.552795410,0.442382812,-0.549560547,0.443542480,0,195,0,3,97,35,80,28,212,220,99,28,100,165
9,0.814939,2,1,3,2,25410,23,-12055,73,11095,0.001403809,-0.735778809,0.004455566,0.677185059,0,67,0,2,23,0,233,208,73,0,87,43,99,66
9,0.814939,3,2,3,2,55682,8945,7334,7332,8994,0.545959473,0.447631836,0.447509766,0.548950195,0,131,0,2,241,34,166,28,164,28,34,35,217,130
10,0.862910,1,3,3,1,30816,9057,7248,-9004,7267,0.552795410,0.442382812,-0.549560547,0.443542480,0,195,0,1,97,35,80,28,212,220,99,28,120,96
10,0.862910,2,1,3,2,9253,24,-12055,72,11095,0.001464844,-0.735778809,0.004394531,0.677185059,0,67,0,2,24,0,233,208,72,0,87,43,36,37
10,0.862910,3,2,3,2,30738,8945,7334,7331,8994,0.545959473,0.447631836,0.447448730,0.548950195,0,131,0,2,241,34,166,28,163,28,34,35,120,18
11,0.910990,1,3,3,3,59729,9056,7248,-9004,7267,0.552734375,0.442382812,-0.549560547,0.443542480,0,195,0,3,96,35,80,28,212,220,99,28,233,81
11,0.910990,2,1,3,2,9253,24,-12055,72,11095,0.001464844,-0.735778809,0.004394531,0.677185059,0,67,0,2,24,0,233,208,72,0,87,43,36,37
11,0.910990,3,2,3,2,62950,8944,7334,7331,8994,0.545898438,0.447631836,0.447448730,0.548950195,0,131,0,2,240,34,166,28,163,28,34,35,245,230
12,0.958967,1,3,3,2,31105,9056,7248,-9004,7267,0.552734375,0.442382812,-0.549560547,0.443542480,0,195,0,2,96,35,80,28,212,220,99,28,121,129
12,0.958967,2,1,3,2,9253,24,-12055,72,11095,0.001464844,-0.735778809,0.004394531,0.677185059,0,67,0,2,24,0,233,208,72,0,87,43,36,37
12,0.958967,3,2,3,1,31219,8944,7334,7331,8994,0.545898438,0.447631836,0.447448730,0.548950195,0,131,0,1,240,34,166,28,163,28,34,35,121,243
13,1.006970,1,3,3,3,59729,9056,7248,-9004,7267,0.552734375,0.442382812,-0.549560547,0.443542480,0,195,0,3,96,35,80,28,212,220,99,28,233,81
13,1.006970,2,1,3,2,9253,24,-12055,72,11095,0.001464844,-0.735778809,0.004394531,0.677185059,0,67,0,2,24,0,233,208,72,0,87,43,36,37
13,1.006970,3,2,3,3,37358,8944,7334,7331,8995,0.545898438,0.447631836,0.447448730,0.549011230,0,131,0,3,240,34,166,28,163,28,35,35,145,238
14,1.070948,1,3,3,3,59729,9056,7248,-9004,7267,0.552734375,0.442382812,-0.549560547,0.443542480,0,195,0,3,96,35,80,28,212,220,99,28,233,81
14,1.070948,2,1,3,2,9253,24,-12055,72,11095,0.001464844,-0.735778809,0.004394531,0.677185059,0,67,0,2,24,0,233,208,72,0,87,43,36,37
14,1.070948,3,2,3,2,49334,8944,7335,7331,8995,0.545898438,0.447692871,0.447448730,0.549011230,0,131,0,2,240,34,167,28,163,28,35,35,192,182
15,1.135038,1,3,3,2,31105,9056,7248,-9004,7267,0.552734375,0.442382812,-0.549560547,0.443542480,0,195,0,2,96,35,80,28,212,220,99,28,121,129
15,1.135038,2,1,3,1,29790,23,-12055,72,11096,0.001403809,-0.735778809,0.004394531,0.677246094,0,67,0,1,23,0,233,208,72,0,88,43,116,94
15,1.135038,3,2,3,2,62950,8944,7334,7331,8994,0.545898438,0.447631836,0.447448730,0.548950195,0,131,0,2,240,34,166,28,163,28,34,35,245,230
16,1.182922,1,3,3,1,30816,9057,7248,-9004,7267,0.552795410,0.442382812,-0.549560547,0.443542480,0,195,0,1,97,35,80,28,212,220,99,28,120,96
16,1.182922,2,1,3,2,63563,23,-12055,72,11096,0.001403809,-0.735778809,0.004394531,0.677246094,0,67,0,2,23,0,233,208,72,0,88,43,248,75
16,1.182922,3,2,3,2,21622,8944,7334,7332,8994,0.545898438,0.447631836,0.447509766,0.548950195,0,131,0,2,240,34,166,28,164,28,34,35,84,118
17,1.246973,1,3,3,2,64021,9057,7249,-9003,7266,0.552795410,0.442443848,-0.549499512,0.443481445,0,195,0,2,97,35,81,28,213,220,98,28,250,21
17,1.246973,2,1,3,2,63563,23,-12055,72,11096,0.001403809,-0.735778809,0.004394531,0.677246094,0,67,0,2,23,0,233,208,72,0,88,43,248,75
17,1.246973,3,2,3,2,42623,8945,7333,7332,8994,0.545959473,0.447570801,0.447509766,0.548950195,0,131,0,2,241,34,165,28,164,28,34,35,166,127
18,1.310904,1,3,3,1,56697,9058,7249,-9003,7266,0.552856445,0.442443848,-0.549499512,0.443481445,0,195,0,1,98,35,81,28,213,220,98,28,221,121
18,1.310904,2,1,3,3,26779,23,-12055,72,11096,0.001403809,-0.735778809,0.004394531,0.677246094,0,67,0,3,23,0,233,208,72,0,88,43,104,155
18,1.310904,3,2,3,3,13999,8945,7333,7332,8994,0.545959473,0.447570801,0.447509766,0.548950195,0,131,0,3,241,34,165,28,164,28,34,35,54,175
19,1.358914,1,3,3,2,20844,9058,7249,-9003,7266,0.552856445,0.442443848,-0.549499512,0.443481445,0,195,0,2,98,35,81,28,213,220,98,28,81,108
19,1.358914,2,1,3,3,26779,23,-12055,72,11096,0.001403809,-0.735778809,0.004394531,0.677246094,0,67,0,3,23,0,233,208,72,0,88,43,104,155
19,1.358914,3,2,3,3,13999,8945,7333,7332,8994,0.545959473,0.447570801,0.447509766,0.548950195,0,131,0,3,241,34,165,28,164,28,34,35,54,175
