1,0.191162,1,3,3,2,10420,9064,7227,-9018,7261,0.553222656,0.441101074,-0.550415039,0.443176270,0,195,0,2,104,35,59,28,198,220,93,28,40,180
1,0.191162,2,1,3,3,4049,-43,-12036,21,11116,-0.002624512,-0.734619141,0.001281738,0.678466797,0,67,0,3,213,255,252,208,21,0,108,43,15,209
1,0.191162,3,2,3,2,20186,8927,7376,7344,8967,0.544860840,0.450195312,0.448242188,0.547302246,0,131,0,2,223,34,208,28,176,28,7,35,78,218
2,0.287172,1,3,3,2,32757,9065,7226,-9017,7262,0.553283691,0.441040039,-0.550354004,0.443237305,0,195,0,2,105,35,58,28,199,220,94,28,127,245
2,0.287172,2,1,3,2,43601,-43,-12035,21,11117,-0.002624512,-0.734558105,0.001281738,0.678527832,0,67,0,2,213,255,253,208,21,0,109,43,170,81
2,0.287172,3,2,3,2,10954,8926,7375,7345,8969,0.544799805,0.450134277,0.448303223,0.547424316,0,131,0,2,222,34,207,28,177,28,9,35,42,202
3,0.319165,1,3,3,2,32757,9065,7226,-9017,7262,0.553283691,0.441040039,-0.550354004,0.443237305,0,195,0,2,105,35,58,28,199,220,94,28,127,245
3,0.319165,2,1,3,2,27381,-44,-12035,22,11117,-0.002685547,-0.734558105,0.001342773,0.678527832,0,67,0,2,212,255,253,208,22,0,109,43,106,245
3,0.319165,3,2,3,2,16443,8925,7374,7345,8969,0.544738770,0.450073242,0.448303223,0.547424316,0,131,0,2,221,34,206,28,177,28,9,35,64,59
4,0.463137,1,3,3,3,38880,9067,7226,-9015,7261,0.553405762,0.441040039,-0.550231934,0.443176270,0,195,0,3,107,35,58,28,201,220,93,28,151,224
4,0.463137,2,1,3,2,30254,-45,-12036,23,11117,-0.002746582,-0.734619141,0.001403809,0.678527832,0,67,0,2,211,255,252,208,23,0,109,43,118,46
4,0.463137,3,2,3,3,47470,8925,7372,7348,8969,0.544738770,0.449951172,0.448486328,0.547424316,0,131,0,3,221,34,204,28,180,28,9,35,185,110
5,0.575124,1,3,3,3,57516,9066,7227,-9016,7261,0.553344727,0.441101074,-0.550292969,0.443176270,0,195,0,3,106,35,59,28,200,220,93,28,224,172
5,0.575124,2,1,3,3,4646,-45,-12036,23,11116,-0.002746582,-0.734619141,0.001403809,0.678466797,0,67,0,3,211,255,252,208,23,0,108,43,18,38
5,0.575124,3,2,3,2,58079,8926,7373,7347,8969,0.544799805,0.450012207,0.448425293,0.547424316,0,131,0,2,222,34,205,28,179,28,9,35,226,223
6,0.639170,1,3,3,3,42457,9066,7227,-9017,7261,0.553344727,0.441101074,-0.550354004,0.443176270,0,195,0,3,106,35,59,28,199,220,93,28,165,217
6,0.639170,2,1,3,1,22784,-44,-12037,22,11115,-0.002685547,-0.734680176,0.001342773,0.678405762,0,67,0,1,212,255,251,208,22,0,107,43,89,0
6,0.639170,3,2,3,2,21194,8926,7374,7346,8968,0.544799805,0.450073242,0.448364258,0.547363281,0,131,0,2,222,34,206,28,178,28,8,35,82,202
7,0.687153,1,3,3,3,13712,9065,7227,-9018,7261,0.553283691,0.441101074,-0.550415039,0.443176270,0,195,0,3,105,35,59,28,198,220,93,28,53,144
7,0.687153,2,1,3,2,54549,-44,-12037,22,11115,-0.002685547,-0.734680176,0.001342773,0.678405762,0,67,0,2,212,255,251,208,22,0,107,43,213,21
7,0.687153,3,2,3,2,21478,8927,7375,7345,8968,0.544860840,0.450134277,0.448303223,0.547363281,0,131,0,2,223,34,207,28,177,28,8,35,83,230
8,0.735171,1,3,3,2,10420,9064,7227,-9018,7261,0.553222656,0.441101074,-0.550415039,0.443176270,0,195,0,2,104,35,59,28,198,220,93,28,40,180
8,0.735171,2,1,3,1,44276,-43,-12038,21,11114,-0.002624512,-0.734741211,0.001281738,0.678344727,0,67,0,1,213,255,250,208,21,0,106,43,172,244
8,0.735171,3,2,3,2,20186,8927,7376,7344,8967,0.544860840,0.450195312,0.448242188,0.547302246,0,131,0,2,223,34,208,28,176,28,7,35,78,218
9,0.783166,1,3,3,2,26084,9064,7227,-9019,7261,0.553222656,0.441101074,-0.550476074,0.443176270,0,195,0,2,104,35,59,28,197,220,93,28,101,228
9,0.783166,2,1,3,2,236,-43,-12038,21,11113,-0.002624512,-0.734741211,0.001281738,0.678283691,0,67,0,2,213,255,250,208,21,0,105,43,0,236
9,0.783166,3,2,3,2,65280,8927,7376,7343,8967,0.544860840,0.450195312,0.448181152,0.547302246,0,131,0,2,223,34,208,28,175,28,7,35,255,0
10,0.831145,1,3,3,2,54041,9063,7228,-9019,7260,0.553161621,0.441162109,-0.550476074,0.443115234,0,195,0,2,103,35,60,28,197,220,92,28,211,25
10,0.831145,2,1,3,2,32529,-43,-12039,21,11113,-0.002624512,-0.734802246,0.001281738,0.678283691,0,67,0,2,213,255,249,208,21,0,105,43,127,17
10,0.831145,3,2,3,3,15808,8928,7377,7343,8966,0.544921875,0.450256348,0.448181152,0.547241211,0,131,0,3,224,34,209,28,175,28,6,35,61,192
11,0.879120,1,3,3,1,24332,9063,7228,-9019,7260,0.553161621,0.441162109,-0.550476074,0.443115234,0,195,0,1,103,35,60,28,197,220,92,28,95,12
11,0.879120,2,1,3,3,12133,-44,-12039,22,11113,-0.002685547,-0.734802246,0.001342773,0.678283691,0,67,0,3,212,255,249,208,22,0,105,43,47,101
11,0.879120,3,2,3,2,27800,8928,7376,7343,8966,0.544921875,0.450195312,0.448181152,0.547241211,0,131,0,2,224,34,208,28,175,28,6,35,108,152
12,0.927395,1,3,3,1,6977,9064,7229,-9018,7259,0.553222656,0.441223145,-0.550415039,0.443054199,0,195,0,1,104,35,61,28,198,220,91,28,27,65
12,0.927395,2,1,3,3,62006,-45,-12039,23,11113,-0.002746582,-0.734802246,0.001403809,0.678283691,0,67,0,3,211,255,249,208,23,0,105,43,242,54
12,0.927395,3,2,3,2,20662,8929,7376,7344,8966,0.544982910,0.450195312,0.448242188,0.547241211,0,131,0,2,225,34,208,28,176,28,6,35,80,182
13,0.975093,1,3,3,3,35440,9065,7229,-9018,7259,0.553283691,0.441223145,-0.550415039,0.443054199,0,195,0,3,105,35,61,28,198,220,91,28,138,112
13,0.975093,2,1,3,2,43623,-46,-12039,24,11113,-0.002807617,-0.734802246,0.001464844,0.678283691,0,67,0,2,210,255,249,208,24,0,105,43,170,103
13,0.975093,3,2,3,2,52670,8929,7375,7345,8965,0.544982910,0.450134277,0.448303223,0.547180176,0,131,0,2,225,34,207,28,177,28,5,35,205,190
14,1.023191,1,3,3,1,44421,9065,7229,-9017,7259,0.553283691,0.441223145,-0.550354004,0.443054199,0,195,0,1,105,35,61,28,199,220,91,28,173,133
14,1.023191,2,1,3,2,37207,-46,-12039,25,11113,-0.002807617,-0.734802246,0.001525879,0.678283691,0,67,0,2,210,255,249,208,25,0,105,43,145,87
14,1.023191,3,2,3,2,11323,8929,7374,7345,8966,0.544982910,0.450073242,0.448303223,0.547241211,0,131,0,2,225,34,206,28,177,28,6,35,44,59
15,1.071110,1,3,3,2,35561,9066,7229,-9017,7259,0.553344727,0.441223145,-0.550354004,0.443054199,0,195,0,2,106,35,61,28,199,220,91,28,138,233
15,1.071110,2,1,3,2,26078,-47,-12038,25,11114,-0.002868652,-0.734741211,0.001525879,0.678344727,0,67,0,2,209,255,250,208,25,0,106,43,101,222
15,1.071110,3,2,3,2,60575,8928,7374,7346,8966,0.544921875,0.450073242,0.448364258,0.547241211,0,131,0,2,224,34,206,28,178,28,6,35,236,159
16,1.135180,1,3,3,3,28531,9066,7228,-9017,7260,0.553344727,0.441162109,-0.550354004,0.443115234,0,195,0,3,106,35,60,28,199,220,92,28,111,115
16,1.135180,2,1,3,1,56475,-47,-12037,25,11115,-0.002868652,-0.734680176,0.001525879,0.678405762,0,67,0,1,209,255,251,208,25,0,107,43,220,155
16,1.135180,3,2,3,3,36906,8927,7373,7346,8967,0.544860840,0.450012207,0.448364258,0.547302246,0,131,0,3,223,34,205,28,178,28,7,35,144,42
17,1.183296,1,3,3,2,13577,9066,7227,-9017,7261,0.553344727,0.441101074,-0.550354004,0.443176270,0,195,0,2,106,35,59,28,199,220,93,28,53,9
17,1.183296,2,1,3,3,27431,-46,-12037,25,11115,-0.002807617,-0.734680176,0.001525879,0.678405762,0,67,0,3,210,255,251,208,25,0,107,43,107,39
17,1.183296,3,2,3,1,39442,8926,7373,7347,8968,0.544799805,0.450012207,0.448425293,0.547363281,0,131,0,1,222,34,205,28,179,28,8,35,154,18
